id_client,default,default_string,balance,sex,education,marriage,age
618,0,No Default,270000,Female,University,Married,56
619,0,No Default,60000,Male,Graduate School,Single,25
620,0,No Default,200000,Female,University,Married,39
621,0,No Default,150000,Female,University,Married,39
622,0,No Default,180000,Female,University,Single,28
623,0,No Default,90000,Female,Graduate School,Single,27
624,0,No Default,360000,Female,University,Married,37
625,0,No Default,90000,Female,Graduate School,Single,24
626,0,No Default,20000,Female,University,Single,24
627,0,No Default,70000,Male,Graduate School,Married,46
628,0,No Default,230000,Male,Graduate School,Married,39
629,0,No Default,30000,Male,High School,Married,48
630,0,No Default,200000,Female,High School,Other,45
631,0,No Default,100000,Male,High School,Single,49
632,0,No Default,50000,Female,University,Single,23
633,0,No Default,20000,Female,High School,Married,25
634,0,No Default,210000,Female,University,Married,47
635,0,No Default,110000,Male,High School,Married,56
636,0,No Default,20000,Female,High School,Married,44
637,0,No Default,50000,Female,High School,Married,49
638,0,No Default,50000,Male,University,Married,41
639,0,No Default,400000,Female,Graduate School,Single,40
640,0,No Default,170000,Male,University,Single,31
641,0,No Default,280000,Male,University,Married,42
642,0,No Default,130000,Female,High School,Married,28
643,0,No Default,210000,Female,University,Single,32
644,0,No Default,370000,Male,University,Single,28
645,0,No Default,30000,Female,University,Married,31
646,0,No Default,150000,Male,High School,Single,39
647,1,Default,60000,Male,High School,Married,31
648,0,No Default,80000,Female,University,Single,24
649,1,Default,280000,Female,University,Married,44
650,0,No Default,20000,Female,University,Single,46
651,0,No Default,270000,Male,Graduate School,Single,32
652,0,No Default,240000,Female,University,Single,26
653,0,No Default,20000,Female,Graduate School,Single,22
654,1,Default,450000,Female,Graduate School,Married,42
655,0,No Default,10000,Male,University,Single,33
656,1,Default,280000,Male,University,Married,39
657,0,No Default,290000,Female,High School,Single,27
658,1,Default,190000,Female,Graduate School,Single,28
659,0,No Default,80000,Female,Graduate School,Single,23
660,0,No Default,280000,Female,University,Single,28
661,0,No Default,160000,Female,Graduate School,Married,33
662,1,Default,90000,Male,University,Married,40
663,0,No Default,140000,Female,Graduate School,Single,37
664,0,No Default,50000,Male,Graduate School,Single,22
665,0,No Default,40000,Female,University,Married,32
666,0,No Default,130000,Female,High School,Married,43
667,0,No Default,70000,Female,High School,Married,27
668,0,No Default,30000,Female,University,Married,35
669,0,No Default,100000,Female,High School,Married,35
670,1,Default,20000,Female,Graduate School,Married,30
671,0,No Default,30000,Female,University,Single,34
672,1,Default,20000,Male,University,Married,34
673,1,Default,100000,Female,Graduate School,Single,28
674,1,Default,30000,Male,University,Single,25
675,0,No Default,320000,Female,Graduate School,Married,41
676,1,Default,90000,Male,High School,Single,42
677,1,Default,190000,Male,University,Single,40
678,0,No Default,200000,Male,Graduate School,Single,28
679,0,No Default,300000,Female,University,Single,31
680,0,No Default,30000,Female,Graduate School,Single,56
681,0,No Default,110000,Female,University,Other,45
682,0,No Default,230000,Female,Graduate School,Single,29
683,0,No Default,230000,Female,Graduate School,Married,35
684,0,No Default,310000,Female,University,Single,28
685,0,No Default,320000,Male,Graduate School,Married,40
686,0,No Default,360000,Male,Graduate School,Married,47
687,1,Default,20000,Female,High School,Married,41
688,0,No Default,170000,Female,University,Single,27
689,0,No Default,140000,Male,Graduate School,Married,40
690,0,No Default,80000,Male,University,Single,32
691,0,No Default,150000,Male,University,Single,35
692,0,No Default,170000,Male,University,Single,27
693,1,Default,200000,Female,University,Married,29
694,0,No Default,70000,Male,Graduate School,Single,30
695,0,No Default,320000,Male,University,Married,37
696,0,No Default,150000,Female,Graduate School,Single,29
697,0,No Default,50000,Female,Graduate School,Married,34
698,0,No Default,90000,Female,University,Single,34
699,0,No Default,280000,Male,Graduate School,Married,41
700,0,No Default,300000,Female,Graduate School,Single,31
701,0,No Default,400000,Female,University,Single,40
702,0,No Default,200000,Female,Graduate School,Married,27
703,1,Default,10000,Female,High School,Single,22
704,1,Default,50000,Female,University,Other,30
705,0,No Default,30000,Female,University,Other,22
706,1,Default,50000,Male,Graduate School,Single,26
707,0,No Default,50000,Male,University,Married,38
708,0,No Default,30000,Female,High School,Married,46
709,0,No Default,20000,Male,University,Single,24
710,0,No Default,20000,Male,University,Single,49
711,0,No Default,50000,Male,Graduate School,Other,49
712,0,No Default,30000,Female,University,Married,42
713,0,No Default,360000,Female,Graduate School,Married,30
714,0,No Default,170000,Male,University,Married,42
715,0,No Default,400000,Female,Graduate School,Single,31
716,0,No Default,50000,Female,University,Married,49
717,0,No Default,160000,Female,University,Single,27
718,1,Default,70000,Female,University,Married,33
719,0,No Default,150000,Female,Graduate School,Married,35
720,0,No Default,80000,Female,University,Single,48
721,0,No Default,30000,Female,University,Single,22
722,1,Default,10000,Male,University,Single,22
723,0,No Default,180000,Female,Graduate School,Single,27
724,0,No Default,320000,Male,Graduate School,Married,47
725,0,No Default,80000,Female,University,Single,34
726,1,Default,10000,Male,University,Married,45
727,0,No Default,360000,Female,University,Single,39
728,0,No Default,450000,Male,University,Single,33
729,0,No Default,330000,Female,University,Single,29
730,1,Default,60000,Male,Graduate School,Single,29
731,0,No Default,50000,Female,High School,Single,26
732,0,No Default,200000,Male,University,Married,38
733,0,No Default,120000,Male,Graduate School,Single,34
734,0,No Default,160000,Female,Graduate School,Married,37
735,0,No Default,110000,Male,University,Married,57
736,0,No Default,70000,Female,High School,Married,50
737,0,No Default,150000,Female,High School,Single,28
738,0,No Default,610000,Female,Graduate School,Single,31
739,0,No Default,110000,Female,Graduate School,Single,25
740,1,Default,80000,Female,University,Single,25
741,0,No Default,170000,Female,University,Married,33
742,0,No Default,110000,Female,Graduate School,Single,30
743,0,No Default,140000,Female,Graduate School,Married,51
744,0,No Default,70000,Male,Graduate School,Single,51
745,0,No Default,260000,Female,University,Married,46
746,0,No Default,170000,Male,High School,Single,38
747,0,No Default,50000,Female,University,Married,34
748,1,Default,300000,Female,High School,Married,34
749,1,Default,150000,Female,Graduate School,Single,31
750,1,Default,50000,Female,University,Single,25
751,0,No Default,50000,Female,University,Married,26
752,0,No Default,90000,Female,Graduate School,Single,25
753,1,Default,50000,Male,University,Single,26
754,0,No Default,500000,Female,University,Single,43
755,0,No Default,470000,Female,University,Married,36
756,0,No Default,230000,Male,University,Single,58
757,0,No Default,140000,Female,University,Single,26
758,1,Default,230000,Female,University,Married,30
759,0,No Default,420000,Female,University,Single,31
760,0,No Default,30000,Female,University,Single,24
761,1,Default,50000,Female,University,Single,52
762,0,No Default,140000,Female,University,Single,24
763,0,No Default,260000,Female,University,Married,35
764,0,No Default,90000,Female,High School,Single,29
765,0,No Default,240000,Female,University,Married,33
766,0,No Default,510000,Female,Graduate School,Single,35
767,0,No Default,110000,Female,University,Married,35
768,0,No Default,210000,Female,Graduate School,Single,28
769,0,No Default,220000,Male,University,Married,40
770,0,No Default,200000,Female,Graduate School,Married,35
771,0,No Default,360000,Female,University,Single,53
772,0,No Default,260000,Male,Graduate School,Single,44
773,0,No Default,20000,Male,University,Married,33
774,0,No Default,120000,Female,University,Married,32
775,0,No Default,50000,Female,Graduate School,Single,33
776,0,No Default,60000,Female,Graduate School,Single,26
777,0,No Default,200000,Male,Graduate School,Single,26
778,0,No Default,20000,Male,University,Single,26
779,1,Default,50000,Female,Graduate School,Married,32
780,0,No Default,50000,Female,University,Single,31
781,0,No Default,230000,Male,Graduate School,Single,29
782,0,No Default,50000,Male,University,Married,27
783,1,Default,100000,Female,Graduate School,Single,28
784,1,Default,210000,Female,Graduate School,Married,42
785,1,Default,230000,Female,University,Married,32
786,0,No Default,500000,Female,Graduate School,Single,26
787,0,No Default,370000,Female,Graduate School,Single,38
788,0,No Default,230000,Female,Graduate School,Married,35
789,0,No Default,80000,Male,University,Single,29
790,0,No Default,60000,Female,University,Single,29
791,0,No Default,30000,Female,University,Single,51
792,0,No Default,70000,Male,Graduate School,Single,27
793,0,No Default,410000,Male,Graduate School,Single,32
794,0,No Default,280000,Female,High School,Married,40
795,0,No Default,50000,Female,Graduate School,Married,34
796,0,No Default,100000,Female,University,Married,30
797,0,No Default,230000,Female,Graduate School,Single,29
798,0,No Default,50000,Female,Graduate School,Single,22
799,0,No Default,100000,Female,Graduate School,Single,48
800,0,No Default,210000,Female,University,Married,35
801,0,No Default,400000,Male,Graduate School,Single,37
802,1,Default,20000,Male,University,Single,25
803,0,No Default,50000,Female,High School,Married,44
804,0,No Default,230000,Female,Graduate School,Single,28
805,0,No Default,220000,Male,University,Single,29
806,0,No Default,300000,Female,Graduate School,Married,36
807,0,No Default,80000,Female,University,Single,23
808,1,Default,20000,Female,High School,Single,36
809,0,No Default,190000,Female,Graduate School,Single,26
810,0,No Default,160000,Female,University,NA,37
811,0,No Default,120000,Female,Graduate School,Other,44
812,0,No Default,700000,Female,Graduate School,Married,39
813,0,No Default,140000,Female,Graduate School,Single,24
814,0,No Default,300000,Female,High School,Married,29
815,1,Default,120000,Male,High School,Married,33
816,0,No Default,280000,Female,University,Married,39
817,1,Default,70000,Male,High School,Married,51
818,0,No Default,20000,Female,High School,Single,24
819,0,No Default,150000,Female,University,Married,45
820,0,No Default,60000,Male,Graduate School,Single,30
821,0,No Default,200000,Female,High School,NA,51
822,1,Default,50000,Female,University,Single,24
823,0,No Default,150000,Male,University,Married,50
824,0,No Default,20000,Female,Graduate School,Single,22
825,1,Default,40000,Male,Graduate School,Single,27
826,0,No Default,170000,Female,University,Single,33
827,0,No Default,50000,Female,University,Married,24
828,0,No Default,10000,Male,University,Single,37
829,0,No Default,200000,Female,University,Married,58
830,0,No Default,50000,Female,University,Married,48
831,0,No Default,320000,Male,Graduate School,Single,28
832,0,No Default,20000,Female,High School,Married,24
833,1,Default,470000,Female,University,Married,27
834,0,No Default,230000,Female,High School,Single,30
835,0,No Default,20000,Female,Graduate School,Single,23
836,1,Default,30000,Female,High School,Single,53
837,0,No Default,80000,Female,University,Single,23
838,0,No Default,110000,Female,University,Married,55
839,0,No Default,420000,Male,University,Married,34
840,1,Default,500000,Male,Graduate School,Married,43
841,0,No Default,80000,Female,University,Single,22
842,0,No Default,350000,Female,University,Married,31
843,0,No Default,30000,Female,University,Married,32
844,1,Default,110000,Female,University,Single,33
845,0,No Default,500000,Male,High School,Married,39
846,0,No Default,490000,Female,Graduate School,Married,38
847,0,No Default,300000,Female,University,Married,34
848,1,Default,50000,Male,University,Other,42
849,1,Default,150000,Male,High School,Married,37
850,0,No Default,80000,Female,High School,Married,57
851,0,No Default,40000,Female,University,Single,23
852,0,No Default,30000,Male,University,Single,32
853,0,No Default,50000,Male,Graduate School,Married,37
854,0,No Default,140000,Female,University,Single,23
855,0,No Default,50000,Female,High School,Single,49
856,0,No Default,30000,Female,University,Single,25
