id,month,repayment_status,payment_amount
260,june,0,5500
260,may,0,6000
260,april,0,5500
261,september,0,40010
261,august,0,20094
261,july,0,5000
261,june,0,5001
261,may,0,25365
261,april,0,65000
262,september,0,1602
262,august,0,1400
262,july,0,3000
262,june,0,3130
262,may,0,1062
262,april,0,6318
263,september,-1,4664
263,august,-1,5969
263,july,-1,18941
263,june,-1,0
263,may,2,12652
263,april,-1,1916
264,september,-2,51315
264,august,-2,0
264,july,-2,0
264,june,-2,299
264,may,-2,338
264,april,-2,0
265,september,-1,258
265,august,-1,5995
265,july,-1,188
265,june,-1,1644
265,may,-1,16872
265,april,-1,4000
266,september,-1,0
266,august,-1,0
266,july,-2,316
266,june,-1,316
266,may,-1,316
266,april,-1,316
267,september,0,1134
267,august,0,1298
267,july,0,478
267,june,0,847
267,may,0,0
267,april,2,175
268,september,0,4100
268,august,0,3095
268,july,0,1630
268,june,0,561
268,may,0,600
268,april,0,0
269,september,0,1600
269,august,0,1600
269,july,0,1500
269,june,0,1500
269,may,0,1500
269,april,0,1500
270,september,3,1700
270,august,2,0
270,july,2,426
270,june,0,501
270,may,0,2614
270,april,-1,1390
271,september,0,2035
271,august,0,2004
271,july,0,616
271,june,0,2007
271,may,0,1009
271,april,0,2015
272,september,-1,0
272,august,2,1350
272,july,-1,0
272,june,0,0
272,may,0,0
272,april,0,450
273,september,1,0
273,august,-2,0
273,july,-2,0
273,june,-2,0
273,may,-2,0
273,april,-2,0
274,september,0,2000
274,august,0,1322
274,july,0,2000
274,june,0,2000
274,may,0,1200
274,april,0,3000
275,september,-2,0
275,august,-2,0
275,july,-2,0
275,june,-2,0
275,may,-2,0
275,april,-2,0
276,september,0,4483
276,august,0,12496
276,july,0,3268
276,june,0,3000
276,may,0,3000
276,april,0,2000
277,september,2,2728
277,august,-1,0
277,july,-1,2654
277,june,-1,0
277,may,-1,22545
277,april,-1,0
278,september,-1,316
278,august,-1,316
278,july,-1,316
278,june,-1,316
278,may,-1,316
278,april,-1,316
279,september,0,2007
279,august,0,2199
279,july,0,691
279,june,0,707
279,may,0,703
279,april,0,697
280,september,0,4000
280,august,0,4500
280,july,0,5000
280,june,0,4000
280,may,0,5000
280,april,0,4400
281,september,0,1000
281,august,0,664
281,july,-1,1500
281,june,0,0
281,may,0,0
281,april,-2,0
282,september,0,10063
282,august,0,5162
282,july,0,10150
282,june,0,44299
282,may,-1,43509
282,april,-1,31031
283,september,0,7722
283,august,0,6091
283,july,0,3563
283,june,0,3605
283,may,0,3000
283,april,0,3211
284,september,0,4173
284,august,0,3000
284,july,0,2025
284,june,0,5000
284,may,0,3000
284,april,0,3000
285,september,0,5000
285,august,0,5000
285,july,0,5000
285,june,0,5000
285,may,0,4000
285,april,0,5000
286,september,-1,41986
286,august,-1,21874
286,july,-1,20076
286,june,-1,16171
286,may,-1,586
286,april,-1,19777
287,september,2,3276
287,august,0,2026
287,july,0,2000
287,june,0,2000
287,may,0,2000
287,april,0,2502
288,september,0,8610
288,august,0,6907
288,july,0,3727
288,june,0,3800
288,may,0,4001
288,april,0,2701
289,september,2,3472
289,august,0,2092
289,july,0,2000
289,june,0,2127
289,may,0,1960
289,april,0,1559
290,september,0,1295
290,august,0,1000
290,july,0,1000
290,june,0,1000
290,may,0,1000
290,april,0,1000
291,september,-1,898
291,august,-1,325
291,july,-1,898
291,june,-1,325
291,may,-1,0
291,april,-1,345293
292,september,1,0
292,august,-2,0
292,july,-2,0
292,june,-2,0
292,may,-2,0
292,april,-2,0
293,september,3,1100
293,august,2,0
293,july,2,300
293,june,2,0
293,may,2,600
293,april,2,0
294,september,0,3507
294,august,0,0
294,july,2,500
294,june,0,370
294,may,0,393
294,april,0,700
295,september,1,0
295,august,-2,0
295,july,-2,0
295,june,-2,0
295,may,-2,0
295,april,-2,1500
296,september,0,9000
296,august,0,7465
296,july,0,4715
296,june,0,4804
296,may,0,5141
296,april,0,5300
297,september,-1,657
297,august,-1,2319
297,july,-1,1423
297,june,-1,0
297,may,-1,1820
297,april,-1,2496
298,september,0,6483
298,august,0,5082
298,july,0,6000
298,june,0,5900
298,may,0,4544
298,april,0,4700
299,september,0,2755
299,august,0,3463
299,july,0,1300
299,june,0,1100
299,may,0,1100
299,april,0,2000
300,september,1,0
300,august,-2,13001
300,july,-1,0
300,june,0,19595
300,may,-1,203
300,april,-1,0
301,september,0,3490
301,august,0,2332
301,july,0,2314
301,june,0,2365
301,may,0,2497
301,april,0,2305
302,september,-2,0
302,august,-2,0
302,july,-2,0
302,june,-2,0
302,may,-2,162000
302,april,-2,0
303,september,0,2400
303,august,0,1206
303,july,0,1000
303,june,0,1000
303,may,0,1000
303,april,0,1000
304,september,0,2800
304,august,0,0
304,july,2,4000
304,june,0,1700
304,may,0,1000
304,april,0,2000
305,september,-1,665
305,august,-1,960
305,july,-1,3908
305,june,0,1014
305,may,0,3500
305,april,0,2880
306,september,-2,3220
306,august,-2,5904
306,july,-2,0
306,june,-2,3000
306,may,-2,0
306,april,-2,0
307,september,-1,23962
307,august,-1,0
307,july,-1,8500
307,june,-1,4590
307,may,-1,0
307,april,-1,0
308,september,1,5215
308,august,-1,0
308,july,-1,0
308,june,-2,0
308,may,-2,0
308,april,-2,0
309,september,2,1200
309,august,2,1200
309,july,2,2000
309,june,3,1500
309,may,3,1500
309,april,4,1500
310,september,-1,13809
310,august,-1,14583
310,july,-1,4889
310,june,-1,273
310,may,-1,13557
310,april,-1,0
311,september,-1,1000
311,august,0,1354
311,july,-1,5322
311,june,-1,6
311,may,0,2386
311,april,-1,9085
312,september,0,7000
312,august,0,5000
312,july,0,5000
312,june,0,4900
312,may,0,5000
312,april,0,5100
313,september,0,3000
313,august,0,3100
313,july,0,0
313,june,2,3000
313,may,0,1500
313,april,0,0
314,september,-1,0
314,august,2,6000
314,july,2,0
314,june,2,5000
314,may,0,2286
314,april,0,3000
315,september,0,1631
315,august,0,1286
315,july,0,200
315,june,0,645
315,may,0,909
315,april,0,200
316,september,0,1970
316,august,0,2000
316,july,0,618
316,june,0,809
316,may,0,2000
316,april,0,616
317,september,0,2200
317,august,0,2500
317,july,0,2000
317,june,0,2100
317,may,0,2500
317,april,0,2200
318,september,1,165
318,august,-1,526
318,july,-1,452
318,june,-2,397
318,may,-2,485
318,april,-1,459
319,september,3,3754
319,august,2,1
319,july,2,1070
319,june,0,1030
319,may,0,863
319,april,0,654
320,september,1,0
320,august,-2,0
320,july,-2,0
320,june,-2,0
320,may,-2,0
320,april,-2,0
321,september,1,2500
321,august,2,0
321,july,2,2000
321,june,0,2000
321,may,0,1854
321,april,0,2000
322,september,0,21105
322,august,0,5461
322,july,0,5000
322,june,0,5849
322,may,0,2732
322,april,0,50000
323,september,-1,1070
323,august,0,1500
323,july,0,3666
323,june,0,2477
323,may,0,1306
323,april,0,1000
324,september,0,1710
324,august,0,1100
324,july,0,1000
324,june,-2,767
324,may,-1,6173
324,april,-1,1000
325,september,0,10000
325,august,0,7000
325,july,0,10000
325,june,0,10000
325,may,0,10000
325,april,0,10000
326,september,1,0
326,august,-2,38013
326,july,-1,3000
326,june,0,5000
326,may,0,3000
326,april,0,3000
327,september,-1,325
327,august,2,0
327,july,2,950
327,june,-1,0
327,may,2,325
327,april,-1,325
328,september,2,3800
328,august,2,0
328,july,2,3720
328,june,2,0
328,may,2,1300
328,april,0,1291
329,september,-2,44665
329,august,-1,8321
329,july,-1,2190
329,june,-2,24599
329,may,-2,7416
329,april,-2,77195
330,september,2,5200
330,august,2,0
330,july,2,8100
330,june,2,4000
330,may,2,4200
330,april,2,4200
331,september,1,1000
331,august,-1,0
331,july,2,6900
331,june,-1,24000
331,may,-1,17000
331,april,-1,2500
332,september,0,3000
332,august,0,0
332,july,2,500
332,june,0,500
332,may,0,2700
332,april,0,500
333,september,1,0
333,august,2,1483
333,july,0,673
333,june,0,10000
333,may,0,11540
333,april,0,7000
334,september,1,0
334,august,-2,0
334,july,-2,0
334,june,-2,1600
334,may,-1,78388
334,april,-1,0
335,september,0,1323
335,august,0,1600
335,july,0,830
335,june,0,700
335,may,0,674
335,april,0,376
336,september,0,5795
336,august,0,7408
336,july,0,5645
336,june,0,5753
336,may,0,6370
336,april,0,5865
337,september,0,10000
337,august,0,8000
337,july,0,6000
337,june,0,7000
337,may,0,7000
337,april,0,6000
338,september,-2,0
338,august,-2,0
338,july,-2,0
338,june,-2,0
338,may,-2,0
338,april,-2,0
339,september,0,1974
339,august,0,4406
339,july,0,1061
339,june,0,1073
339,may,0,1046
339,april,0,1047
340,september,-1,6900
340,august,-1,5037
340,july,0,1100
340,june,-1,1330
340,may,-1,3800
340,april,-1,2037
341,september,-2,92
341,august,-2,92
341,july,-2,0
341,june,-2,92
341,may,-2,0
341,april,-2,1883
342,september,0,1212
342,august,0,1200
342,july,0,0
342,june,0,978
342,may,-1,0
342,april,0,0
343,september,-1,0
343,august,2,4872
343,july,-1,20183
343,june,-1,5000
343,may,-1,0
343,april,2,1000
344,september,0,11000
344,august,0,145000
344,july,-1,26000
344,june,0,0
344,may,0,101005
344,april,-1,1898
345,september,0,5440
345,august,0,5051
345,july,0,3835
345,june,0,4106
345,may,0,4250
345,april,0,4028
346,september,-1,0
346,august,-1,0
346,july,-2,5000
346,june,-1,5000
346,may,0,1500
346,april,0,13000
347,september,-1,4210
347,august,-1,4159
347,july,-1,1000
347,june,0,1080
347,may,0,2000
347,april,0,1525
348,september,0,3000
348,august,0,2000
348,july,0,2000
348,june,0,2000
348,may,0,2000
348,april,0,2000
349,september,0,6600
349,august,0,6500
349,july,0,5100
349,june,0,5300
349,may,0,6000
349,april,0,5000
350,september,0,1411
350,august,0,1522
350,july,0,621
350,june,0,795
350,may,0,715
350,april,0,1000
351,september,0,1541
351,august,0,4200
351,july,-1,0
351,june,0,0
351,may,0,23101
351,april,-1,3000
352,september,1,10118
352,august,-2,47015
352,july,-1,0
352,june,-1,4000
352,may,-2,1e+05
352,april,-1,10000
353,september,1,0
353,august,-2,0
353,july,-2,0
353,june,-2,0
353,may,-2,0
353,april,-2,0
354,september,0,3177
354,august,0,2600
354,july,0,3000
354,june,0,1691
354,may,0,695
354,april,0,882
355,september,2,3400
355,august,2,0
355,july,2,1000
355,june,0,1001
355,may,0,634
355,april,2,638
356,september,-1,1481
356,august,0,2000
356,july,0,1100
356,june,0,1200
356,may,0,1500
356,april,0,1500
357,september,0,6349
357,august,0,5834
357,july,0,3870
357,june,0,4000
357,may,0,3825
357,april,0,3520
358,september,0,9010
358,august,0,35000
358,july,0,5000
358,june,0,6000
358,may,0,5000
358,april,0,4400
359,september,0,3000
359,august,0,2900
359,july,0,2900
359,june,0,3000
359,may,0,3500
359,april,0,4000
360,september,-1,291
360,august,-1,51058
360,july,-1,35696
360,june,-1,34039
360,may,-1,291
360,april,-1,291
361,september,4,10000
361,august,3,0
361,july,2,14000
361,june,0,16500
361,may,0,16000
361,april,0,19000
362,september,0,2589
362,august,0,2568
362,july,0,2570
362,june,0,2661
362,may,0,2781
362,april,0,2500
363,september,4,0
363,august,3,0
363,july,2,1262
363,june,0,1358
363,may,0,1275
363,april,0,1590
364,september,1,0
364,august,-2,2066
364,july,-1,0
364,june,0,216
364,may,-1,216
364,april,-1,66
365,september,-2,300
365,august,-2,399
365,july,-2,665
365,june,-2,576
365,may,-2,613
365,april,-2,520
366,september,1,1529
366,august,-1,1507
366,july,-1,0
366,june,-2,3965
366,may,-1,8676
366,april,-1,384
367,september,0,3000
367,august,0,2237
367,july,0,975
367,june,0,1000
367,may,0,2000
367,april,0,1039
368,september,-1,0
368,august,2,1500
368,july,2,0
368,june,2,0
368,may,0,150
368,april,0,0
369,september,1,0
369,august,-2,0
369,july,-2,0
369,june,-2,0
369,may,-2,0
369,april,-2,0
370,september,3,0
370,august,2,1168
370,july,0,384
370,june,0,390
370,may,0,632
370,april,0,616
371,september,2,0
371,august,2,0
371,july,-2,0
371,june,-2,0
371,may,-2,0
371,april,-2,0
372,september,-1,2977
372,august,-1,15086
372,july,-1,9123
372,june,-1,13028
372,may,-1,29712
372,april,-1,50000
373,september,0,1640
373,august,0,9000
373,july,0,0
373,june,2,8000
373,may,2,0
373,april,2,2000
374,september,0,2500
374,august,0,2000
374,july,0,1500
374,june,0,4000
374,may,0,2000
374,april,0,0
375,september,0,8100
375,august,0,5299
375,july,0,3305
375,june,0,5040
375,may,0,160719
375,april,0,7000
376,september,0,1640
376,august,0,1700
376,july,0,915
376,june,0,800
376,may,0,1000
376,april,0,1961
377,september,1,0
377,august,2,1342
377,july,0,946
377,june,0,4200
377,may,0,0
377,april,2,1000
378,september,-1,14000
378,august,0,3855
378,july,0,4991
378,june,-1,3600
378,may,-1,5500
378,april,-1,4000
379,september,0,3500
379,august,0,3000
379,july,0,2000
379,june,0,4000
379,may,0,3000
379,april,0,10000
380,september,0,2000
380,august,0,3000
380,july,0,327
380,june,0,3000
380,may,0,3000
380,april,0,5000
381,september,0,4200
381,august,0,2575
381,july,0,2600
381,june,0,2674
381,may,0,2701
381,april,0,5750
382,september,2,1500
382,august,2,400
382,july,2,200
382,june,0,500
382,may,0,500
382,april,0,400
383,september,0,3000
383,august,0,30000
383,july,0,4000
383,june,0,4000
383,may,0,3400
383,april,0,3300
384,september,-1,1105
384,august,0,1903
384,july,0,0
384,june,2,296
384,may,0,500
384,april,0,95
385,september,0,10010
385,august,0,1209
385,july,0,579
385,june,0,0
385,may,0,0
385,april,-2,6305
386,september,0,15000
386,august,0,14000
386,july,0,9000
386,june,0,8500
386,may,0,9000
386,april,0,8300
387,september,1,80000
387,august,-1,0
387,july,-1,0
387,june,-2,0
387,may,-2,0
387,april,-2,0
388,september,-1,3500
388,august,0,4330
388,july,0,3500
388,june,2,3500
388,may,2,3500
388,april,2,5100
389,september,0,7900
389,august,0,6500
389,july,0,5700
389,june,0,5700
389,may,0,5700
389,april,0,5334
390,september,-1,291
390,august,-1,582
390,july,-1,0
390,june,0,0
390,may,0,130291
390,april,-1,651
391,september,1,0
391,august,-2,0
391,july,-2,0
391,june,-2,0
391,may,-2,0
391,april,-2,0
392,september,1,38621
392,august,-1,2000
392,july,0,1130
392,june,0,922
392,may,0,1011
392,april,0,5000
393,september,0,4400
393,august,0,4013
393,july,0,3011
393,june,0,3000
393,may,0,3001
393,april,0,2653
394,september,0,3000
394,august,0,3000
394,july,0,3000
394,june,0,3500
394,may,0,2000
394,april,0,2000
395,september,-1,25000
395,august,-1,0
395,july,-1,0
395,june,-2,0
395,may,-2,0
395,april,-2,0
396,september,0,10000
396,august,0,10000
396,july,0,6000
396,june,0,6000
396,may,0,6000
396,april,0,5600
397,september,0,2502
397,august,0,1200
397,july,0,860
397,june,0,0
397,may,0,579
397,april,0,0
398,september,-2,0
398,august,-2,0
398,july,-2,848
398,june,-2,0
398,may,-2,632
398,april,-2,0
399,september,0,4002
399,august,0,5000
399,july,0,3500
399,june,0,3000
399,may,0,2700
399,april,0,5000
400,september,2,4007
400,august,2,0
400,july,2,8272
400,june,2,5000
400,may,2,0
400,april,2,4400
401,september,0,5233
401,august,0,3289
401,july,0,2072
401,june,0,3018
401,may,0,184922
401,april,-1,6100
402,september,0,1488
402,august,0,1394
402,july,0,962
402,june,0,1500
402,may,0,2541
402,april,0,2000
403,september,-1,2091
403,august,-1,384
403,july,-1,0
403,june,-1,2344
403,may,-1,0
403,april,2,472
404,september,0,1774
404,august,0,1710
404,july,0,1046
404,june,0,1079
404,may,0,1089
404,april,0,2244
405,september,2,7500
405,august,2,0
405,july,2,11558
405,june,2,5800
405,may,2,0
405,april,2,5654
406,september,-2,2690
406,august,-2,3487
406,july,-2,0
406,june,-2,0
406,may,-2,85900
406,april,-2,396
407,september,0,6000
407,august,0,0
407,july,0,0
407,june,-2,0
407,may,-2,0
407,april,-2,0
408,september,1,325
408,august,2,15296
408,july,0,12137
408,june,0,12312
408,may,0,14113
408,april,0,10526
409,september,0,11404
409,august,0,8232
409,july,0,10450
409,june,0,9697
409,may,0,16477
409,april,0,11341
410,september,0,10000
410,august,0,8000
410,july,0,6371
410,june,0,6217
410,may,0,5947
410,april,0,6288
411,september,1,0
411,august,2,2709
411,july,2,1600
411,june,2,1400
411,may,2,1300
411,april,2,1200
412,september,-1,0
412,august,-1,0
412,july,-2,367
412,june,-1,150
412,may,-1,0
412,april,-2,0
413,september,1,0
413,august,-2,2809
413,july,-1,4606
413,june,-1,792
413,may,-1,3404
413,april,-1,0
414,september,1,0
414,august,2,1064
414,july,0,423
414,june,0,313
414,may,0,1000
414,april,0,4641
415,september,-2,26734
415,august,-2,199982
415,july,-2,9033
415,june,-2,19371
415,may,-2,22593
415,april,-2,2000
416,september,-1,5000
416,august,-1,0
416,july,-1,0
416,june,-2,0
416,may,-2,0
416,april,-2,640
417,september,-2,17507
417,august,-2,1102
417,july,-2,0
417,june,-2,0
417,may,-2,160
417,april,-2,1103
418,september,0,2000
418,august,0,1600
418,july,0,1200
418,june,0,2000
418,may,0,0
418,april,2,1000
419,september,0,3629
419,august,0,3332
419,july,0,2000
419,june,0,2000
419,may,0,2000
419,april,0,2500
420,september,1,0
420,august,-2,0
420,july,-2,0
420,june,-2,0
420,may,-2,0
420,april,-2,0
421,september,2,1500
421,august,0,1800
421,july,0,1007
421,june,0,2500
421,may,0,0
421,april,2,1800
422,september,0,8071
422,august,0,9021
422,july,0,7013
422,june,0,6013
422,may,0,6028
422,april,0,6010
423,september,-1,2795
423,august,-1,1350
423,july,-1,371
423,june,-1,2980
423,may,-1,0
423,april,-1,2213
424,september,2,4500
424,august,2,0
424,july,2,3500
424,june,0,3500
424,may,0,9000
424,april,0,0
425,september,0,10000
425,august,0,7143
425,july,0,7306
425,june,0,6303
425,may,0,6429
425,april,0,6000
426,september,-1,0
426,august,-1,0
426,july,-2,0
426,june,-2,0
426,may,-2,0
426,april,-2,0
427,september,2,3000
427,august,2,1500
427,july,2,0
427,june,2,3123
427,may,0,1500
427,april,0,1000
428,september,-1,199
428,august,-1,199
428,july,-1,398
428,june,-1,0
428,may,0,199
428,april,-1,398
429,september,0,3600
429,august,0,1646
429,july,0,600
429,june,0,28468
429,may,0,1327
429,april,0,1000
430,september,0,6000
430,august,0,4500
430,july,0,5000
430,june,0,3000
430,may,0,3000
430,april,0,3000
431,september,0,3200
431,august,0,3300
431,july,0,3000
431,june,0,3001
431,may,0,3000
431,april,0,3100
432,september,0,13007
432,august,0,10612
432,july,0,10041
432,june,0,11000
432,may,0,10512
432,april,0,7000
433,september,0,2500
433,august,0,2500
433,july,0,2000
433,june,0,2000
433,may,0,2057
433,april,0,2500
434,september,0,6422
434,august,0,6565
434,july,0,5951
434,june,0,6006
434,may,0,5894
434,april,0,5946
435,september,0,6015
435,august,0,17454
435,july,-1,1775
435,june,-1,0
435,may,-1,0
435,april,-2,0
436,september,1,10000
436,august,2,8000
436,july,2,0
436,june,2,16000
436,may,2,8000
436,april,2,0
437,september,-1,0
437,august,-1,0
437,july,-2,300
437,june,-1,0
437,may,2,150
437,april,-1,200
438,september,0,2300
438,august,0,2200
438,july,0,2300
438,june,0,2200
438,may,0,2300
438,april,0,2300
439,september,0,2500
439,august,0,3008
439,july,0,1000
439,june,0,761
439,may,0,800
439,april,0,704
440,september,0,3212
440,august,0,1600
440,july,0,956
440,june,0,40000
440,may,0,1800
440,april,0,1700
441,september,-1,350
441,august,-1,400
441,july,-1,1695
441,june,-1,11300
441,may,0,485
441,april,0,2400
442,september,0,4000
442,august,0,4037
442,july,0,6500
442,june,0,3500
442,may,2,0
442,april,2,3200
443,september,1,0
443,august,-2,945
443,july,-1,0
443,june,-1,197
443,may,-1,2995
443,april,-1,0
444,september,0,5704
444,august,0,5930
444,july,0,4000
444,june,0,4003
444,may,0,10033
444,april,0,4400
445,september,0,12026
445,august,0,9010
445,july,0,7400
445,june,0,8000
445,may,0,8000
445,april,0,7000
446,september,0,1600
446,august,0,1500
446,july,0,1100
446,june,0,1000
446,may,0,600
446,april,0,500
447,september,0,4500
447,august,0,4400
447,july,0,3000
447,june,0,2400
447,may,0,2500
447,april,0,2500
448,september,-1,1260
448,august,-1,29366
448,july,-1,54
448,june,0,0
448,may,0,1599
448,april,-1,0
449,september,0,5000
449,august,0,1485
449,july,0,1956
449,june,0,1500
449,may,0,0
449,april,0,2102
450,september,0,4505
450,august,0,12906
450,july,0,0
450,june,2,2210
450,may,0,2300
450,april,0,5200
451,september,1,0
451,august,-2,0
451,july,-2,0
451,june,-2,0
451,may,-2,0
451,april,-2,0
452,september,2,0
452,august,2,18000
452,july,0,16000
452,june,0,16000
452,may,0,21000
452,april,0,20000
453,september,0,14000
